"Año","sistema","tiempo de operación en minutos","minutos de falla","tiempo entre falla y falla","humedad del equipo","correctivos realizados","temperatura","Vibración","cantidad de elementos"
"2024","FIDS","60824288","0","0","0","89","0","0","0"
"2025","PIDS","129758000","0","0","0","15","0","0","0"
"2023","FIBROLASER","176513888","0","0","0","5","0","0","0"
"2022","AGENTE LIMPIO","195915216","0","0","0","8","0","0","10"
"2024","ACS","9829304","0","0","0","10","0","0","0"
"2025","SCADA MEP","199831376","0","0","0","8","0","0","1"
"2023","SCADA ELECTRICO","162367680","0","0","0","6","0","0","0"
"2024","BMS","73014528","0","0","0","8","0","0","0"
"2025","SCADA MEP","200307320","0","0","2","7","0","0","0"
"2023","SCADA ELECTRICO","125503720","56","0","0","24","0","0","0"
"2022","DACI","42084608","0","0","0","8","0","0","0"
"2024","FASI","5571128","0","0","0","8","0","0","0"
"2025","ABCS","147926808","0","0","0","8","0","0","0"
"2023","BALANZAS","138146896","0","0","0","8","0","0","0"
"2022","SEMAFOROS","184197344","0","0","0","8","0","0","0"
"2024","PAS","175824432","0","0","0","8","0","0","0"
"2025","FIDS","47587704","0","0","0","8","0","0","0"
"2023","PIDS","180552632","0","0","0","9","0","0","8"
"2024","FIBROLASER","168216264","0","1","0","3","0","0","1"
"2025","AGENTE LIMPIO","7310520","0","1","0","5","0","0","8"
"2023","ACS","159232352","0","1","10","3","0","0","0"
"2022","SCADA MEP","61081904","0","0","0","8","0","0","0"
"2024","SCADA ELECTRICO","231535800","0","0","0","8","0","0","0"
"2025","BMS","168270376","0","0","0","8","0","0","0"
"2023","SCADA MEP","202227200","0","0","0","14","0","0","5"
"2022","SCADA ELECTRICO","184272384","0","0","0","15","0","0","0"
"2024","BMS","216282968","24","0","0","9","0","0","0"
"2025","SCADA MEP","60313592","0","0","0","11","8","8","0"
"2023","SCADA ELECTRICO","65120536","0","0","0","7","0","0","0"
"2024","DACI","116257632","0","0","0","7","0","0","0"
"2025","FASI","176536040","0","0","0","7","0","0","0"
"2023","ABCS","62354616","0","0","0","11","0","0","0"
"2022","BALANZAS","119205320","0","0","1","21","0","0","0"
"2024","SEMAFOROS","154310488","112","0","0","12","0","0","0"
"2025","PAS","101368384","0","0","0","11","0","0","1"
"2023","FIDS","88941224","0","0","0","14","0","0","0"
"2022","PIDS","25828872","0","0","0","8","0","0","0"
"2024","FIDS","234363872","0","0","0","5","0","0","0"
"2025","PIDS","43178864","0","0","0","7","0","0","0"
"2023","FIBROLASER","206572320","0","0","0","6","0","0","12"
"2024","AGENTE LIMPIO","229037544","1576","1","0","4","0","0","0"
"2025","ACS","98493288","0","0","0","5","0","0","0"
"2023","SCADA MEP","140068512","0","0","0","6","0","0","0"
"2022","SCADA ELECTRICO","179885824","0","1","0","1","0","0","0"
"2024","BMS","96302112","0","1","0","1","0","0","0"
"2025","SCADA MEP","234895416","0","0","0","5","0","0","0"
"2023","SCADA ELECTRICO","230754616","0","0","0","12","0","0","0"
"2022","BMS","26605184","0","0","0","17","0","0","3"
"2024","SCADA MEP","168103832","0","0","0","8","0","0","0"
"2025","SCADA ELECTRICO","237960600","0","1","0","15","0","0","0"
"2023","DACI","179581544","0","0","0","2","0","0","8"
"2024","FASI","140539696","0","0","0","8","0","0","0"
"2025","ABCS","169882248","0","0","0","5","0","0","0"
"2023","BALANZAS","83263672","0","0","0","9","0","0","0"
"2022","SEMAFOROS","199614472","160","0","2","7","0","0","2"
"2024","PAS","223237200","0","0","0","8","0","0","1"
"2025","FIDS","42311720","0","0","0","10","0","0","0"
"2023","PIDS","39039312","0","0","0","5","0","0","0"
"2022","FIBROLASER","128373384","0","0","0","8","0","0","2"
"2024","AGENTE LIMPIO","62084824","0","0","0","5","0","0","0"
"2025","ACS","133309480","0","0","0","6","0","0","0"
"2023","SCADA MEP","31086200","1936","0","6","8","0","0","0"
"2024","SCADA ELECTRICO","192170288","0","0","0","6","0","0","0"
"2025","BMS","223895840","0","0","0","12","0","0","0"
"2023","SCADA MEP","13220472","0","0","0","9","0","0","0"
"2022","SCADA ELECTRICO","161409904","0","0","0","13","0","0","0"
"2024","DACI","35113000","0","0","0","10","0","0","0"
"2025","FASI","147761544","0","0","0","11","0","0","0"
"2023","ABCS","195828632","0","0","0","10","0","0","3"
"2022","BALANZAS","230690240","0","0","0","10","0","0","2"
"2024","SEMAFOROS","59280144","0","0","0","10","0","0","0"
"2025","PAS","165196976","0","0","0","10","0","0","0"
"2023","FIDS","117857120","0","0","0","14","0","0","0"
"2024","PIDS","136860936","0","0","0","92","0","0","0"
"2025","FIBROLASER","109041472","0","0","0","8","0","0","0"
"2023","AGENTE LIMPIO","70610848","0","0","0","12","0","0","0"
"2022","ACS","110290088","0","0","0","70","0","0","0"
"2024","SCADA MEP","212947576","0","0","0","9","0","0","0"
"2025","SCADA ELECTRICO","74241360","0","0","0","62","0","0","0"
"2023","BMS","141954632","0","0","0","10","0","0","0"
"2022","SCADA MEP","144827336","0","0","0","58","0","0","0"
"2024","SCADA ELECTRICO","43552192","0","0","0","63","0","0","0"
"2025","BMS","158054528","0","0","0","9","0","0","0"
"2023","SCADA MEP","135575000","0","0","0","65","0","0","0"
"2024","SCADA ELECTRICO","30105680","0","0","0","90","0","0","0"
"2025","DACI","29962464","0","0","0","9","0","0","0"
"2023","FASI","239990032","0","0","0","9","0","0","0"
"2022","ABCS","16060264","0","0","0","92","0","0","0"
"2024","BALANZAS","164668040","0","0","0","67","0","0","0"
"2025","SEMAFOROS","86531512","0","0","0","12","0","0","0"
"2023","PAS","148856360","0","0","0","91","0","0","0"
"2022","FIDS","153304824","0","5","6","95","0","0","0"
"2024","PIDS","192955120","0","0","0","8","0","0","0"
"2025","FIBROLASER","171684648","0","0","0","35","0","0","2"
"2023","AGENTE LIMPIO","40131904","0","0","0","8","0","0","0"
"2024","ACS","55225272","0","0","0","58","0","0","0"
"2025","SCADA MEP","113696104","0","0","0","8","0","0","0"
"2023","SCADA ELECTRICO","59039960","0","0","0","39","0","0","14"
"2022","BMS","117670736","0","0","0","14","0","0","0"
"2024","SCADA MEP","9739896","0","0","0","10","0","0","0"
"2025","SCADA ELECTRICO","69277480","0","0","0","37","0","0","0"
"2023","DACI","11166104","0","0","0","7","0","0","0"
"2022","FASI","121519776","0","0","0","7","0","0","7"
"2024","ABCS","242448864","0","0","0","12","0","0","0"
"2025","BALANZAS","209377688","0","0","0","12","0","0","0"
"2023","SEMAFOROS","24493928","0","0","0","7","0","0","0"
"2024","PAS","83337864","0","0","1","12","8","8","0"
"2025","FIDS","186483248","0","0","0","8","0","0","0"
"2023","PIDS","87039744","0","0","0","6","0","0","0"
"2022","FIBROLASER","227005304","0","0","0","13","0","0","0"
"2024","AGENTE LIMPIO","131057264","0","0","0","6","0","0","0"
"2025","ACS","157258064","0","0","8","9","0","0","0"
"2023","SCADA MEP","209716768","0","0","6","60","0","0","0"
"2022","SCADA ELECTRICO","109669352","0","0","0","4","0","0","0"
"2024","BMS","102357184","0","0","0","2","0","0","0"
"2025","SCADA MEP","141380072","0","0","0","4","0","0","0"
"2023","SCADA ELECTRICO","82951312","0","0","0","6","0","0","1"
"2024","BMS","142697656","0","0","0","6","0","0","0"
"2025","SCADA MEP","5636504","0","0","0","12","0","0","98"
"2023","SCADA ELECTRICO","203078968","0","0","0","6","0","0","0"
"2022","DACI","72686352","0","0","0","5","0","0","2"
"2024","FASI","40498360","0","0","0","12","0","0","0"
"2025","ABCS","109921840","0","0","0","6","0","0","0"
"2023","BALANZAS","194667560","0","0","0","12","0","0","0"
"2022","SEMAFOROS","236932288","0","0","0","6","0","0","0"
"2024","PAS","196227720","0","0","0","7","0","0","0"
"2025","FIDS","4827416","0","0","0","6","0","0","0"
"2023","PIDS","25929224","0","0","0","6","0","0","1"
"2024","FIDS","104803448","0","0","0","7","0","0","0"
"2025","PIDS","218767504","0","0","0","12","0","0","1"
"2023","FIBROLASER","133407584","0","0","0","6","0","0","0"
"2022","AGENTE LIMPIO","180528272","0","0","0","12","0","0","2"
"2024","ACS","102873496","0","0","0","6","0","0","0"
"2025","SCADA MEP","27915104","0","0","0","13","0","0","0"
"2023","SCADA ELECTRICO","95790432","0","0","0","5","0","0","6"
"2022","BMS","165411984","0","5","0","11","0","0","2"
"2024","SCADA MEP","69831136","0","0","0","13","0","0","0"
"2025","SCADA ELECTRICO","196621000","0","2","0","5","0","0","1"
"2023","BMS","30850392","0","1","0","5","0","0","0"
"2024","SCADA MEP","34844720","0","0","0","5","0","0","5"
"2025","SCADA ELECTRICO","239695904","3848","0","17","6","0","0","2"
"2023","DACI","14621800","0","0","0","11","0","0","0"
"2022","FASI","9217520","0","0","0","11","0","0","0"
"2024","ABCS","232598616","0","0","0","12","0","0","0"
"2025","BALANZAS","61909816","0","0","0","6","0","0","0"
"2023","SEMAFOROS","188916952","0","0","0","10","0","0","1"
"2022","PAS","126341664","0","0","0","6","0","0","0"
"2024","FIDS","110765216","0","0","0","8","0","0","0"
"2025","PIDS","4160376","0","0","0","13","0","0","1"
"2023","FIBROLASER","25963136","0","0","0","12","0","0","0"
"2024","AGENTE LIMPIO","221561096","0","0","0","7","0","0","4"
"2025","ACS","226990000","0","0","12","6","0","0","0"
"2023","SCADA MEP","168221672","0","0","0","6","0","0","0"
"2022","SCADA ELECTRICO","152689088","0","0","0","11","0","0","0"
"2024","BMS","118365192","0","0","0","7","0","0","0"
"2025","SCADA MEP","28700992","0","0","0","8","0","0","0"
"2023","SCADA ELECTRICO","39369352","152","0","0","12","0","0","0"
"2022","DACI","160181784","0","0","6","10","0","0","0"
"2024","FASI","142262336","0","0","0","13","0","0","0"
"2025","ABCS","93574136","0","0","0","11","0","0","1"
"2023","BALANZAS","210557480","0","0","0","7","0","0","0"
"2024","SEMAFOROS","70860696","0","0","0","8","0","0","15"
"2025","PAS","113132776","0","0","0","13","0","0","0"
"2023","FIDS","90500648","0","0","0","8","0","0","3"
"2022","PIDS","17501272","0","0","0","7","0","0","0"
"2024","FIBROLASER","210865200","0","0","0","12","0","0","0"
"2025","AGENTE LIMPIO","35374328","0","406","0","12","0","0","2637"
"2023","ACS","40384808","0","0","0","9","0","0","26"
"2022","SCADA MEP","136615808","0","0","0","12","0","0","0"
"2024","SCADA ELECTRICO","96577248","0","0","0","8","0","0","1"
"2025","BMS","197165024","0","0","0","13","0","0","0"
"2023","SCADA MEP","35903656","0","0","0","12","0","0","0"
"2024","SCADA ELECTRICO","180976624","0","0","6","6","0","0","8"
"2025","BMS","70357376","0","0","0","7","0","0","2"
"2023","SCADA MEP","231679656","32","0","6","11","0","0","7"
"2022","SCADA ELECTRICO","14053056","0","1331","0","13","0","0","34"
"2024","DACI","42966312","0","0","0","8","0","0","0"
"2025","FASI","101239168","0","0","0","13","0","0","0"
"2023","ABCS","86111952","0","2","0","12","0","0","34"
"2022","BALANZAS","215620200","0","0","0","6","0","0","1"
"2024","SEMAFOROS","117515064","0","0","0","8","0","0","2"
"2025","PAS","13697992","0","0","0","8","0","0","0"
"2023","FIDS","54509008","712","0","69","12","0","0","0"
"2024","PIDS","48810832","0","0","0","6","0","0","0"
"2025","FIBROLASER","195278568","0","0","0","7","0","0","0"
"2023","AGENTE LIMPIO","230334640","0","0","0","13","0","0","0"
"2022","ACS","996592","0","0","0","9","0","0","0"
"2024","SCADA MEP","200090368","0","0","0","10","0","0","0"
"2025","SCADA ELECTRICO","62451816","0","0","76","10","16","16","0"
"2023","BMS","59440600","0","0","0","8","0","0","0"
"2022","SCADA MEP","178664424","0","0","0","12","0","0","0"
"2024","SCADA ELECTRICO","126951176","0","0","0","12","0","0","0"
"2025","DACI","29424752","0","0","0","8","0","0","1"
"2023","FASI","120360744","0","0","6","9","0","0","0"
"2024","ABCS","144520032","0","0","2","7","0","0","0"
"2025","BALANZAS","32955872","0","0","0","8","0","0","1"
"2023","SEMAFOROS","177217512","0","0","0","8","0","0","3"
"2022","PAS","67085160","0","0","0","9","0","0","0"
"2024","FIDS","115852776","0","0","0","6","0","0","233"
"2025","PIDS","43415936","0","0","0","11","0","0","0"
"2023","FIBROLASER","88070544","0","0","0","8","0","0","0"
"2022","AGENTE LIMPIO","126708120","0","0","0","11","0","0","0"
"2024","ACS","129036056","0","0","0","11","0","0","0"
"2025","SCADA MEP","240647560","0","0","0","11","0","0","8"
"2023","SCADA ELECTRICO","178547504","0","220","0","8","0","0","24"
"2024","BMS","77013432","0","0","0","12","0","0","0"
"2025","SCADA MEP","215890400","0","0","0","8","0","0","3"
"2023","SCADA ELECTRICO","85817920","0","0","18","13","0","0","0"
"2022","BMS","63502928","0","0","0","8","0","0","3"
"2024","SCADA MEP","115414880","0","0","0","13","0","0","0"
"2025","SCADA ELECTRICO","35866008","0","0","0","12","0","0","1"
"2023","DACI","158147864","0","0","0","11","0","0","0"
"2022","FASI","24368448","0","0","0","12","0","0","0"
"2024","ABCS","99922088","0","0","0","8","0","0","0"
"2025","BALANZAS","174374976","0","1","0","7","0","0","7"
"2023","SEMAFOROS","49047104","0","0","0","12","0","0","0"
"2024","PAS","34925096","0","0","0","7","0","0","0"
"2025","FIDS","106251336","424","0","1","10","0","0","0"
"2023","PIDS","127641440","0","0","0","11","0","0","0"
"2022","FIDS","187047704","0","0","0","12","0","0","0"
"2024","PIDS","227450032","0","0","0","11","0","0","0"
"2025","FIBROLASER","138241992","0","0","0","10","0","0","0"
"2023","AGENTE LIMPIO","158552408","0","2693","0","10","0","0","2522"
"2022","ACS","204889320","0","1","0","7","0","0","241"
"2024","SCADA MEP","153230640","0","0","0","10","0","0","0"
"2025","SCADA ELECTRICO","4100928","0","0","0","8","0","0","0"
"2023","BMS","196270064","0","0","0","12","0","0","8"
"2024","SCADA MEP","180205320","0","0","0","13","0","0","0"
"2025","SCADA ELECTRICO","163675864","0","10","0","12","0","0","42"
"2023","BMS","136949888","0","0","0","11","0","0","0"
"2022","SCADA MEP","136520376","0","0","0","6","0","0","0"
"2024","SCADA ELECTRICO","215456360","0","263","0","10","0","0","263"
"2025","DACI","219384088","0","0","0","8","0","0","1"
"2023","FASI","89373656","0","0","0","8","0","0","0"
"2022","ABCS","134185720","0","0","0","8","0","0","6"
"2024","BALANZAS","113336312","0","72","0","12","0","0","1150"
"2025","SEMAFOROS","127630184","0","0","0","12","0","0","0"
"2023","PAS","42677336","0","0","0","11","0","0","0"
"2024","FIDS","233462128","0","0","0","12","0","0","0"
"2025","PIDS","130868856","0","0","0","10","0","0","0"
"2023","FIBROLASER","181734856","0","0","0","8","0","0","0"
"2022","AGENTE LIMPIO","75335472","0","0","0","9","0","0","1"
"2024","ACS","149693688","0","0","0","11","0","0","0"
"2025","SCADA MEP","112803288","0","0","0","7","0","0","0"
"2023","SCADA ELECTRICO","43906592","0","0","0","8","0","0","0"
"2022","BMS","10595056","0","0","0","8","0","0","0"
"2024","SCADA MEP","228345456","0","0","0","8","0","0","1"
"2025","SCADA ELECTRICO","31840576","0","0","0","7","0","0","0"
"2023","DACI","93687208","0","0","0","10","0","0","6"
"2024","FASI","138865128","0","0","0","8","0","0","0"
"2025","ABCS","223356968","0","0","0","11","0","0","0"
"2023","BALANZAS","114408880","0","0","0","9","0","0","0"
"2022","SEMAFOROS","241998968","0","0","0","24","0","0","0"
"2024","PAS","195028184","0","0","0","10","0","0","0"
"2025","FIDS","54679688","0","0","0","14","0","0","0"
"2023","PIDS","125081472","0","0","0","10","0","0","0"
"2022","FIBROLASER","70948264","0","0","0","9","0","0","0"
"2024","AGENTE LIMPIO","18126016","0","0","0","11","0","0","6"
"2025","ACS","25272200","0","0","0","8","0","0","1"
"2023","SCADA MEP","154781840","0","0","0","16","0","0","0"
"2024","SCADA ELECTRICO","118378024","0","0","0","9","0","0","0"
"2025","BMS","48422456","0","0","0","9","0","0","0"
"2023","SCADA MEP","201537920","0","0","0","24","0","0","0"
"2022","SCADA ELECTRICO","59177072","0","0","0","8","0","0","0"
"2024","BMS","45159464","0","0","0","14","0","0","0"
"2025","SCADA MEP","209788336","0","0","0","7","0","0","0"
"2023","SCADA ELECTRICO","194893112","0","0","0","5","0","0","0"
"2022","DACI","177918192","0","0","0","5","0","0","0"
"2024","FASI","139597528","0","0","0","6","0","0","0"
"2025","ABCS","77974632","0","0","0","6","0","0","0"
"2023","BALANZAS","62496056","0","0","0","12","0","0","0"
"2024","SEMAFOROS","12189024","0","0","0","11","0","0","0"
"2025","PAS","9323576","0","0","0","10","0","0","0"
"2023","FIDS","106408736","0","0","0","11","0","0","0"
"2022","PIDS","187542344","0","12","0","25","0","0","0"
"2024","FIBROLASER","179113096","0","0","0","9","0","0","0"
"2025","AGENTE LIMPIO","218854128","0","0","0","11","0","0","0"
"2023","ACS","63837664","0","0","0","7","0","0","0"
"2022","SCADA MEP","185049432","0","0","0","9","0","0","0"
"2024","SCADA ELECTRICO","187928576","0","0","0","18","0","0","0"
"2025","BMS","59580608","0","0","0","12","0","0","0"
"2023","SCADA MEP","86775488","0","0","0","7","0","0","0"
"2024","SCADA ELECTRICO","128621664","0","0","0","23","0","0","0"
"2025","DACI","127750856","0","0","0","11","0","0","0"
"2023","FASI","174415168","0","0","0","11","0","0","0"
"2022","ABCS","155018688","0","0","0","8","0","0","0"
"2024","BALANZAS","236980816","0","0","0","13","0","0","0"
"2025","SEMAFOROS","136328632","0","0","0","12","0","0","0"
"2023","PAS","55211488","0","0","0","11","0","0","0"
"2022","FIDS","23931320","0","0","0","16","0","0","0"
"2024","PIDS","53550864","0","0","0","14","0","0","0"
"2025","FIBROLASER","31528400","0","0","0","9","0","0","0"
"2023","AGENTE LIMPIO","105406432","0","0","0","11","0","0","0"
"2024","ACS","81086336","0","0","0","10","0","0","0"
"2025","SCADA MEP","91099464","0","0","0","14","0","0","0"
"2023","SCADA ELECTRICO","27618088","0","0","0","9","0","0","0"
"2022","BMS","181893696","0","0","0","11","0","0","1"
"2024","SCADA MEP","86429232","0","0","0","8","0","0","0"
"2025","SCADA ELECTRICO","76317704","0","0","0","11","0","0","0"
"2023","BMS","38385552","0","0","0","8","0","0","1"
"2022","SCADA MEP","231137464","280","0","0","14","0","0","0"
"2024","SCADA ELECTRICO","114659456","2344","0","0","8","0","0","0"
"2025","DACI","193481384","0","0","0","10","0","0","0"
"2023","FASI","183795520","0","0","0","12","0","0","0"
"2024","ABCS","46832032","0","0","0","8","0","0","0"
"2025","BALANZAS","4440448","0","0","0","13","0","0","0"
"2023","SEMAFOROS","5946768","0","0","0","11","0","0","0"
"2022","PAS","4497752","0","0","0","11","0","0","0"
"2024","FIDS","106193952","0","0","0","9","0","0","0"
"2025","PIDS","53974064","4960","0","0","13","0","0","0"
"2023","FIDS","65115040","0","0","0","8","0","0","0"
"2022","PIDS","174311096","0","0","0","11","0","0","0"
"2024","FIBROLASER","199291976","0","0","0","13","0","0","0"
"2025","AGENTE LIMPIO","38631960","0","0","0","8","0","0","0"
"2023","ACS","178947384","0","0","0","12","0","0","2"
"2024","SCADA MEP","120282832","0","0","0","16","0","0","0"
"2025","SCADA ELECTRICO","88789720","0","0","0","24","0","0","0"
"2023","BMS","205707680","0","0","0","9","0","0","0"
"2022","SCADA MEP","109583048","0","100","0","16","0","0","24"
"2024","SCADA ELECTRICO","163536368","0","0","0","11","0","0","0"
"2025","BMS","161005048","0","0","0","12","0","0","0"
"2023","SCADA MEP","115570760","0","0","0","11","0","0","3"
"2022","SCADA ELECTRICO","138866304","0","0","0","10","0","0","0"
"2024","DACI","94016928","0","0","0","14","0","0","0"
"2025","FASI","241691816","0","0","0","8","0","0","0"
"2023","ABCS","56792072","0","0","0","13","0","0","0"
"2024","BALANZAS","232279872","0","0","0","9","0","0","0"
"2025","SEMAFOROS","217568032","0","0","0","14","0","0","0"
"2023","PAS","105607408","0","0","0","11","0","0","0"
"2022","FIDS","180750648","0","0","0","13","0","0","0"
"2024","PIDS","215711504","0","0","0","10","0","0","0"
"2025","FIBROLASER","41173400","0","0","0","9","0","0","0"
"2023","AGENTE LIMPIO","124614688","0","0","0","24","0","0","0"
"2022","ACS","220577328","0","0","0","12","0","0","0"
"2024","SCADA MEP","118643352","0","0","0","11","0","0","0"
"2025","SCADA ELECTRICO","17037272","0","0","0","9","0","0","1"
"2023","BMS","37680","0","0","0","12","0","0","0"
"2024","SCADA MEP","214528408","0","0","0","9","0","0","0"
"2025","SCADA ELECTRICO","125231136","0","0","0","12","0","0","0"
"2023","DACI","176790872","0","0","25","16","0","0","0"
"2022","FASI","187505608","0","0","0","11","0","0","0"
"2024","ABCS","231803736","0","0","6","11","0","0","0"
"2025","BALANZAS","204950192","0","0","0","24","0","0","0"
"2023","SEMAFOROS","226379216","0","0","0","24","0","0","0"
"2022","PAS","59421096","0","0","0","8","0","0","1"
"2024","FIDS","124548752","0","0","0","16","0","0","0"
"2025","PIDS","179603688","0","0","0","9","0","0","3"
"2023","FIBROLASER","81337816","0","0","0","10","0","0","2"
"2024","AGENTE LIMPIO","218578168","0","0","0","8","0","0","0"
"2025","ACS","11198912","0","0","0","13","0","0","0"
"2023","SCADA MEP","115878800","0","0","0","8","0","0","0"
"2022","SCADA ELECTRICO","182362728","0","0","0","9","0","0","0"
"2024","BMS","35011832","0","0","0","12","0","0","0"
"2025","SCADA MEP","150217552","0","0","0","12","0","0","0"
"2023","SCADA ELECTRICO","64294000","0","0","0","11","0","0","0"
"2022","BMS","212181912","0","0","0","10","0","0","0"
"2024","SCADA MEP","82564248","0","0","0","9","0","0","0"
"2025","SCADA ELECTRICO","93004016","0","0","0","12","0","0","0"
"2023","DACI","170585200","0","0","0","9","0","0","0"
"2024","FASI","199400680","2016","0","0","10","0","0","0"
"2025","ABCS","133949048","0","0","0","25","0","0","0"
"2023","BALANZAS","86789624","0","0","0","8","0","0","0"
"2022","SEMAFOROS","115325392","0","0","5","16","0","0","0"
"2024","PAS","138937016","392","0","0","17","0","0","5"
"2025","FIDS","128383448","0","8","15","17","16","16","1080"
"2023","PIDS","148454328","0","0","0","3","0","0","3"
"2022","FIBROLASER","151826800","0","0","0","8","0","0","0"
"2024","AGENTE LIMPIO","100272328","0","2","0","25","0","0","0"
"2025","ACS","193968856","0","0","0","6","0","0","0"
"2023","SCADA MEP","34165720","0","0","0","10","0","0","1"
"2024","SCADA ELECTRICO","208716600","0","0","0","10","0","0","0"
"2025","BMS","60221064","0","0","17","64","0","0","2"
"2023","SCADA MEP","104915536","0","1","6","13","0","0","1"
"2022","SCADA ELECTRICO","10343496","0","4","0","98","0","0","20"
"2024","DACI","94263600","0","0","0","13","0","0","0"
"2025","FASI","135327920","0","0","0","11","0","0","2"
"2023","ABCS","118946080","0","0","0","10","0","0","0"
"2022","BALANZAS","186766352","0","8","0","58","0","0","2"
"2024","SEMAFOROS","233322616","0","0","0","63","0","0","0"
"2025","PAS","160056480","0","0","0","59","0","0","1"
"2023","FIDS","33117744","0","0","0","7","0","0","0"
"2024","PIDS","9468648","0","0","0","36","0","0","0"
"2025","FIBROLASER","32291208","0","0","0","13","0","0","0"
"2023","AGENTE LIMPIO","95435600","0","62","0","95","0","0","145"
"2022","ACS","23124872","0","0","0","9","0","0","0"
"2024","SCADA MEP","223787408","0","0","0","9","0","0","0"
"2025","SCADA ELECTRICO","76255744","0","0","0","10","0","0","0"
"2023","BMS","59992656","0","1","0","9","0","0","0"
"2022","SCADA MEP","226414112","0","0","0","11","0","0","0"
"2024","SCADA ELECTRICO","186052016","16","0","0","8","0","0","0"
"2025","BMS","69567584","0","0","0","6","0","0","0"
"2023","SCADA MEP","177937424","0","0","0","11","0","0","0"
"2024","SCADA ELECTRICO","232855136","0","0","0","7","0","0","0"
"2025","DACI","145796456","0","0","0","6","0","0","1"
"2023","FASI","86147576","0","0","0","6","0","0","0"
"2022","ABCS","145381872","0","0","0","9","0","0","1"
"2024","BALANZAS","99164064","0","0","0","12","0","0","0"
"2025","SEMAFOROS","210414744","0","0","0","68","0","0","0"
"2023","PAS","201390736","0","0","0","11","0","0","4"
"2022","FIDS","236937072","0","0","0","7","0","0","10"
"2024","PIDS","200679488","0","0","0","32","0","0","3"
"2025","FIDS","55216816","0","0","0","61","0","0","0"
"2023","PIDS","112876136","0","0","6","6","0","0","0"
"2024","FIBROLASER","228702392","0","0","0","35","0","0","1"
"2025","AGENTE LIMPIO","65966648","0","0","0","8","0","0","0"
"2023","ACS","39133080","0","0","0","6","0","0","0"
"2022","SCADA MEP","236529424","0","0","0","5","0","0","0"
"2024","SCADA ELECTRICO","113906664","0","0","0","14","0","0","0"
"2025","BMS","172785048","0","1","6","10","0","0","33"
"2023","SCADA MEP","189705352","0","0","0","12","0","0","0"
"2022","SCADA ELECTRICO","37435976","0","0","0","7","0","0","0"
"2024","BMS","139148864","0","0","0","14","0","0","0"
"2025","SCADA MEP","17683392","0","0","0","8","0","0","7"
"2023","SCADA ELECTRICO","238017248","0","0","6","11","0","0","2"
"2024","DACI","167834048","0","0","0","5","0","0","0"
"2025","FASI","156134584","0","0","6","11","0","0","0"
"2023","ABCS","29600408","0","0","0","36","0","0","2"
"2022","BALANZAS","45279048","0","0","0","34","0","0","0"
"2024","SEMAFOROS","80351856","0","0","0","38","0","0","0"
"2025","PAS","73509584","0","0","2","34","0","0","0"
"2023","FIDS","210303552","0","0","0","12","0","0","0"
"2022","PIDS","23527680","0","0","0","36","0","0","1"
"2024","FIBROLASER","67734864","0","0","0","12","0","0","1"
"2025","AGENTE LIMPIO","40880008","0","0","0","33","0","0","0"
"2023","ACS","70071008","0","0","0","10","0","0","0"
"2024","SCADA MEP","126498608","0","0","0","37","0","0","0"
"2025","SCADA ELECTRICO","30668000","0","0","0","14","0","0","0"
"2023","BMS","177561712","0","0","2","40","0","0","10"
"2022","SCADA MEP","239240368","0","0","0","5","0","0","0"
"2024","SCADA ELECTRICO","206742784","0","0","0","32","0","0","2"
"2025","DACI","107185824","0","0","0","12","0","0","0"
"2023","FASI","109069088","0","0","0","37","0","0","0"
"2022","ABCS","41531504","0","0","0","6","0","0","0"
"2024","BALANZAS","71896128","5160","0","0","10","0","0","0"
"2025","SEMAFOROS","95556800","0","0","0","36","0","0","0"
"2023","PAS","199496440","0","0","0","10","0","0","0"
"2024","FIDS","166098832","0","1","0","33","0","0","1"
"2025","PIDS","200230536","0","0","0","11","0","0","0"
"2023","FIBROLASER","142908664","0","0","0","33","0","0","2"
"2022","AGENTE LIMPIO","177982344","0","0","0","13","0","0","0"
"2024","ACS","48462888","704","0","10","36","0","0","0"
"2025","SCADA MEP","114105952","0","0","0","8","0","0","0"
"2023","SCADA ELECTRICO","102587216","0","0","0","31","0","0","1"
"2022","BMS","30090560","0","0","0","8","0","0","0"
"2024","SCADA MEP","27144792","0","0","0","9","0","0","2"
"2025","SCADA ELECTRICO","130957488","0","0","0","7","0","0","0"
"2023","BMS","135910560","0","0","46","31","0","0","0"
"2024","SCADA MEP","134768760","0","0","0","11","0","0","0"
"2025","SCADA ELECTRICO","121250256","0","0","0","38","0","0","3"
"2023","DACI","20356808","608","0","0","37","0","0","0"
"2022","FASI","195761416","0","0","0","34","0","0","0"
"2024","ABCS","173158384","0","0","6","32","0","0","0"
"2025","BALANZAS","111320544","0","0","0","12","0","0","0"
"2023","SEMAFOROS","80071136","0","0","0","5","0","0","0"
"2022","PAS","9844136","0","0","0","90","0","0","0"
"2024","FIDS","16737352","0","0","0","7","0","0","120"
"2025","PIDS","202855944","0","56","0","12","0","0","0"
"2023","FIBROLASER","83470480","0","0","0","4","0","0","4"
"2024","AGENTE LIMPIO","114413968","0","0","0","9","0","0","2"
"2025","ACS","209174536","208","0","0","36","0","0","0"
"2023","SCADA MEP","154982432","0","0","0","12","0","0","0"
"2022","SCADA ELECTRICO","11686704","6328","0","7","10","0","0","0"
"2024","BMS","150162824","0","0","0","7","0","0","0"
